name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,Dövüşçü Kimliği
Efrain Escudero,28,12,175.26,70.3,180.34,1.0,38.0,2.92,0.44,2.3,0.63,1.31,0.4,0.66,0.8,714
Michael Graves,6,0,177.8,77.1,180.34,1.0,33.0,1.25,0.54,1.47,0.58,4.8,0.52,0.66,0.4,1648
Gabriel Gonzaga,17,11,187.96,109.8,193.04,1.0,44.0,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,812
Igor Pokrajac,28,13,182.88,93.0,187.96,1.0,45.0,2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2,931
Ian Entwistle,9,3,165.1,61.2,182.04,1.0,37.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,921
Filip Pejic,12,2,172.72,61.2,182.04,1.0,31.0,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0,780
Robert Whiteford,14,4,175.26,65.8,175.26,2.0,40.0,2.33,0.46,1.99,0.62,1.9,0.3,0.45,0.0,1984
Lucas Martins,19,3,182.88,65.8,182.88,2.0,35.0,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,1473
Frank Mir,18,11,190.5,119.8,200.66,2.0,44.0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0,799
James Te Huna,16,9,187.96,83.9,190.5,1.0,42.0,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,1007
Mark Eddiva,6,3,172.72,65.8,172.72,1.0,38.0,3.37,0.45,2.98,0.54,1.45,0.22,0.63,0.0,1565
Rin Nakai,19,2,154.94,61.2,182.04,1.0,37.0,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,1966
Viscardi Andrade,19,6,180.34,77.1,190.5,1.0,40.0,3.26,0.42,2.77,0.63,1.93,0.5,0.66,0.3,2379
Tom Lawlor,10,6,182.88,93.0,187.96,2.0,40.0,2.5,0.42,2.41,0.6,2.46,0.32,0.57,1.4,2295
Marcelo Guimaraes,9,2,182.88,83.9,185.42,1.0,40.0,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,1531
Justin Salas,12,7,172.72,70.3,177.8,2.0,42.0,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,1305
Mike Wilkinson,9,4,170.18,65.8,167.64,1.0,36.0,2.35,0.38,3.7,0.35,0.92,0.14,0.55,0.9,1700
Chris Dempsey,11,5,177.8,83.9,182.88,1.0,36.0,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0.0,415
Yaotzin Meza,21,11,175.26,65.8,180.34,1.0,43.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4,2428
Norman Parke,23,6,180.34,70.3,177.8,2.0,37.0,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0,1802
Martin Svensson,15,6,185.42,70.3,182.04,1.0,38.0,2.02,0.38,5.91,0.38,0.0,0.0,0.0,0.0,1588
Joe Riggs,44,17,182.88,83.9,177.8,2.0,41.0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,1145
Daniel Sarafian,10,6,175.26,83.9,185.42,1.0,41.0,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,548
Jonavin Webb,9,2,177.8,77.1,182.04,1.0,34.0,1.47,0.3,2.27,0.64,2.5,0.31,0.4,1.0,1210
Jared Rosholt,14,4,187.96,120.2,190.5,1.0,37.0,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,1027
Rafael Cavalcante,12,7,185.42,93.0,187.96,1.0,43.0,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,1895
KJ Noons,13,9,177.8,70.3,177.8,1.0,41.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,1313
Noad Lahat,11,2,175.26,65.8,175.26,1.0,39.0,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,1794
Masio Fullen,11,7,177.8,65.8,177.8,1.0,37.0,2.46,0.32,3.5,0.54,0.47,0.33,0.69,0.0,1593
Matt Dwyer,9,4,193.04,77.1,193.04,1.0,34.0,2.57,0.34,3.24,0.54,0.44,0.1,0.6,0.0,1605
Felipe Olivieri,14,5,175.26,70.3,182.04,1.0,38.0,6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0,773
Matt Mitrione,12,5,190.5,120.2,208.28,3.0,45.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7,1614
Daron Cruickshank,18,10,172.72,70.3,182.88,3.0,38.0,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,572
Diego Brandao,22,11,170.18,65.8,162.56,1.0,36.0,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,640
Tony Sims,12,4,180.34,70.3,177.8,2.0,38.0,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7,2310
Masanori Kanehara,26,12,170.18,61.2,170.18,1.0,41.0,1.88,0.49,1.63,0.62,1.44,0.5,0.63,0.9,1592
Sheldon Westcott,10,3,185.42,77.1,180.34,2.0,39.0,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,2158
Edgar Garcia,14,5,177.8,77.1,180.34,1.0,40.0,3.16,0.29,4.23,0.6,2.21,0.57,0.5,0.6,703
Sarah Kaufman,18,4,165.1,61.2,167.64,1.0,38.0,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,2091
Danny Castillo,17,10,175.26,70.3,180.34,1.0,44.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,559
Hayder Hassan,6,3,177.8,77.1,182.04,1.0,41.0,2.11,0.46,3.16,0.48,0.0,0.0,0.25,0.0,891
Marcio Alexandre Junior,17,4,182.88,83.9,190.5,2.0,34.0,1.61,0.45,2.89,0.42,0.35,0.2,0.66,0.7,1539
Marcin Wrzosek,12,4,175.26,70.3,182.04,1.0,36.0,3.47,0.43,4.07,0.43,3.0,0.25,0.33,0.0,1538
Konstantin Erokhin,9,3,180.34,104.3,182.04,1.0,41.0,1.07,0.36,1.83,0.47,0.0,0.0,0.7,0.0,1395
Mike Pierce,17,7,172.72,77.1,180.34,1.0,43.0,2.62,0.42,2.36,0.62,3.08,0.42,0.71,0.2,1688
Abner Lloveras,20,9,180.34,70.3,182.04,1.0,41.0,6.27,0.49,6.87,0.43,2.0,0.2,0.0,0.0,14
John Howard,24,13,170.18,77.1,182.88,1.0,41.0,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,1173
Andreas Stahl,10,4,180.34,77.1,182.04,1.0,35.0,2.83,0.37,4.74,0.57,1.55,0.66,0.8,0.0,131
Emily Kagan,3,3,160.02,52.2,182.04,1.0,42.0,2.6,0.36,5.29,0.38,1.86,0.14,0.5,0.0,729
Benson Henderson,24,7,175.26,77.1,177.8,2.0,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,232
Yoshihiro Akiyama,14,6,177.8,77.1,190.5,1.0,48.0,3.1,0.41,3.62,0.57,2.29,0.67,0.92,1.0,2438
Dongi Yang,13,3,177.8,83.9,185.42,2.0,39.0,3.55,0.51,3.21,0.63,1.7,0.41,0.61,0.5,666
Yui Chul Nam,18,8,175.26,65.8,182.04,1.0,42.0,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,2443
Leo Kuntz,18,4,177.8,70.3,182.04,1.0,40.0,1.68,0.32,3.8,0.45,1.99,0.25,0.33,0.7,1436
Scott Jorgensen,15,12,165.1,61.2,167.64,1.0,41.0,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,2102
Vernon Ramos Ho,3,1,167.64,77.1,182.04,1.0,31.0,4.0,0.25,8.0,0.55,0.0,0.0,0.0,0.0,2356
Valmir Lazaro,15,5,182.88,70.3,185.42,1.0,38.0,4.87,0.37,4.09,0.61,1.33,0.4,0.96,0.0,2352
Akbarh Arreola,23,11,177.8,70.3,180.34,2.0,41.0,2.32,0.45,4.01,0.56,1.07,1.0,0.33,0.4,31
Anthony Perosh,15,10,190.5,93.0,190.5,1.0,51.0,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1,157
Richie Vaculik,10,4,167.64,56.7,175.26,1.0,40.0,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,1958
Danny Martinez,21,8,167.64,56.7,170.18,1.0,38.0,2.73,0.28,3.77,0.63,3.0,0.45,0.36,0.0,563
Steve Montgomery,9,5,193.04,83.9,182.04,2.0,33.0,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,2195
Steve Kennedy,24,8,180.34,77.1,182.04,1.0,41.0,2.28,0.35,5.52,0.45,2.51,0.33,0.0,0.0,2193
Piotr Hallmann,18,6,175.26,70.3,180.34,1.0,36.0,3.98,0.45,3.17,0.58,2.55,0.44,0.7,0.4,1883
Fabio Maldonado,23,11,185.42,93.0,190.5,1.0,44.0,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,762
Edimilson Souza,15,5,182.88,65.8,187.96,1.0,39.0,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,705
Gasan Umalatov,17,4,180.34,77.1,180.34,1.0,41.0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,826
Bruno Korea,7,3,167.64,61.2,165.1,1.0,32.0,2.12,0.34,3.96,0.42,0.0,0.0,0.25,0.0,313
Paddy Holohan,12,2,177.8,56.7,175.26,1.0,35.0,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,1821
Jon Delos Reyes,8,5,167.64,56.7,170.18,1.0,36.0,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,1195
Mickael Lebout,16,7,180.34,70.3,185.42,1.0,36.0,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,1668
Aisling Daly,16,6,157.48,52.2,162.56,1.0,36.0,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,30
Ericka Almeida,7,3,167.64,52.2,182.04,1.0,35.0,1.07,0.39,3.33,0.43,0.5,0.33,0.37,0.0,743
Cathal Pendred,17,4,185.42,77.1,190.5,1.0,36.0,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,367
Bubba Bush,8,3,182.88,83.9,182.04,1.0,38.0,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,321
Shawn Jordan,19,8,182.88,117.9,190.5,2.0,39.0,2.87,0.5,3.3,0.47,1.97,0.38,0.76,0.1,2154
Ruslan Magomedov,14,1,190.5,109.8,198.12,1.0,37.0,4.02,0.47,1.47,0.66,0.33,1.0,0.88,0.0,2046
Francisco Trevino,13,3,175.26,70.3,177.8,1.0,42.0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,793
Chris Cariaso,17,8,160.02,56.7,162.56,2.0,42.0,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,409
Chico Camus,17,7,167.64,56.7,167.64,1.0,39.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,402
George Roop,15,13,185.42,61.2,182.88,1.0,42.0,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,834
Katsunori Kikuno,24,8,172.72,65.8,167.64,1.0,42.0,2.64,0.4,2.47,0.61,1.88,0.75,0.76,0.8,1334
Naoyuki Kotani,34,14,172.72,70.3,167.64,2.0,42.0,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,1745
Roger Zapata,4,2,180.34,77.1,182.04,2.0,37.0,2.6,0.51,2.13,0.36,0.0,0.0,0.81,1.4,2001
Clay Collard,14,7,180.34,65.8,185.42,1.0,31.0,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,456
Ron Stallings,14,8,187.96,77.1,190.5,2.0,41.0,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0,2017
Nazareno Malegarie,28,4,172.72,70.3,182.04,1.0,37.0,3.87,0.34,3.27,0.69,1.0,0.33,0.0,0.0,1760
Sam Stout,20,12,175.26,70.3,177.8,1.0,39.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,2082
Yves Jabouin,20,11,170.18,61.2,172.72,1.0,44.0,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,2453
Elias Silverio,13,3,180.34,70.3,185.42,1.0,37.0,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2,718
Tom Watson,17,9,185.42,83.9,185.42,1.0,41.0,4.01,0.44,4.41,0.5,0.15,0.07,0.43,0.0,2299
Sirwan Kakai,12,5,165.1,61.2,182.04,1.0,34.0,3.57,0.41,4.63,0.62,4.0,0.42,0.83,0.0,2168
Roman Salazar,10,6,170.18,61.2,182.04,1.0,36.0,1.95,0.39,2.89,0.57,1.77,0.18,0.5,0.0,2015
Anthony Christodoulou,12,7,175.26,70.3,182.04,1.0,36.0,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0,149
Antonio Rodrigo Nogueira,34,10,190.5,108.9,195.58,1.0,47.0,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,175
Soa Palelei,22,5,193.04,120.2,205.74,1.0,46.0,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,2170
Hugo Viana,8,4,167.64,61.2,170.18,1.0,41.0,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,914
Ramsey Nijem,9,6,180.34,70.3,190.5,1.0,35.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,1908
Jessamyn Duke,3,5,180.34,61.2,185.42,1.0,37.0,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,1087
Ivan Jorge,27,7,175.26,70.3,185.42,1.0,43.0,3.41,0.49,2.91,0.59,1.56,0.16,0.75,0.6,957
Pawel Pawlak,12,3,182.88,77.1,185.42,1.0,35.0,1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0,1857
Leonardo Mafra,13,4,177.8,70.3,177.8,1.0,34.0,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,1440
Vaughan Lee,14,13,167.64,56.7,167.64,1.0,41.0,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0,2355
Hans Stringer,22,8,190.5,93.0,182.04,1.0,36.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,885
Paul Redmond,12,7,177.8,65.8,182.04,1.0,37.0,0.72,0.34,2.99,0.41,0.0,0.0,0.5,0.0,1849
Marcus Brimage,7,7,162.56,61.2,180.34,2.0,38.0,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,1549
Todd Duffee,9,3,190.5,117.9,198.12,1.0,38.0,5.93,0.37,2.87,0.56,0.72,0.25,0.9,0.0,2286
Josh Thomson,22,9,177.8,70.3,180.34,1.0,45.0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,1262
Igor Araujo,25,9,185.42,77.1,195.58,1.0,43.0,1.52,0.42,2.86,0.49,0.86,0.15,0.22,0.6,930
Ildemar Alcantara,21,11,187.96,83.9,198.12,1.0,41.0,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,938
Andrew Craig,9,4,185.42,77.1,193.04,1.0,38.0,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,134
Dan Miller,14,8,185.42,83.9,187.96,1.0,42.0,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,533
Darrell Montague,13,5,167.64,56.7,170.18,2.0,36.0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,575
Mike Swick,15,6,185.42,77.1,195.58,1.0,44.0,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6,1697
Yosdenis Cedeno,10,6,172.72,70.3,175.26,1.0,39.0,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,2437
Eddie Gordon,8,4,182.88,83.9,193.04,1.0,40.0,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,696
Levan Makashvili,15,2,172.72,65.8,172.72,1.0,35.0,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0,1445
Joe Merritt,7,2,182.88,77.1,182.04,1.0,40.0,1.53,0.58,0.73,0.66,0.0,0.0,0.68,0.0,1140
Lewis Gonzalez,11,3,177.8,77.1,182.04,1.0,36.0,1.4,0.37,1.87,0.41,2.0,0.33,0.62,0.0,1446
Alan Omer,20,5,177.8,65.8,182.04,1.0,35.0,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0,38
Niklas Backstrom,11,3,185.42,65.8,182.04,1.0,34.0,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2,1788
Antonio Dos Santos,6,4,177.8,83.9,182.04,1.0,35.0,5.4,0.51,3.94,0.43,0.0,0.0,1.0,0.0,172
Brian Ebersole,51,18,182.88,77.1,185.42,2.0,43.0,2.32,0.49,2.14,0.56,1.7,0.23,0.61,0.1,293
Justin Edwards,9,5,177.8,70.3,177.8,1.0,41.0,2.68,0.42,3.32,0.51,2.14,0.26,0.27,1.0,1293
Ricardo Abreu,5,1,180.34,83.9,182.04,1.0,39.0,3.79,0.31,3.98,0.68,2.13,0.42,1.0,0.7,1943
Leonardo Morales,6,2,172.72,61.2,182.04,2.0,31.0,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,1441
Ryan Jimmo,19,5,185.42,93.0,185.42,1.0,42.0,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,2055
Wendell Oliveira Marques,29,10,177.8,77.1,182.04,1.0,40.0,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,2401
Luiz Dutra,13,6,180.34,77.1,182.04,1.0,41.0,3.92,0.5,4.8,0.41,0.0,0.0,1.0,0.0,1485
Josh Sampo,11,5,162.56,56.7,162.56,1.0,39.0,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,1257
Constantinos Philippou,13,5,180.34,83.9,185.42,1.0,44.0,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,482
Mark Munoz,14,6,182.88,83.9,180.34,1.0,46.0,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,1574
Luke Barnatt,13,4,198.12,83.9,195.58,1.0,35.0,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,1488
Zhang Lipeng,23,9,180.34,70.3,180.34,2.0,34.0,1.28,0.48,1.88,0.53,1.75,0.3,0.69,0.8,2466
Royston Wee,4,1,170.18,61.2,170.18,1.0,37.0,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,2043
Roldan Sangcha'an,4,2,162.56,56.7,182.04,1.0,33.0,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,2009
Nolan Ticman,4,3,167.64,56.7,182.04,1.0,35.0,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,1797
Hatsu Hioki,29,10,180.34,65.8,185.42,1.0,40.0,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,889
Lisa Ellis,15,11,162.56,52.2,182.04,1.0,41.0,1.68,0.48,2.32,0.57,4.19,0.63,0.5,0.6,1452
Dylan Andrews,18,7,185.42,83.9,187.96,3.0,44.0,2.21,0.5,2.72,0.46,2.83,0.5,0.57,0.4,692
Vik Grujic,6,6,180.34,77.1,185.42,1.0,47.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,2367
Alptekin Ozkilic,9,5,165.1,56.7,165.1,1.0,38.0,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,104
Quinton Jackson,37,12,185.42,93.0,185.42,1.0,45.0,3.25,0.54,2.51,0.55,1.52,0.56,0.73,0.1,1890
David Michaud,11,3,175.26,70.3,182.04,1.0,35.0,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,604
Chris Clements,12,6,177.8,77.1,177.8,1.0,48.0,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,410
Jessica Rakoczy,1,5,170.18,52.2,182.04,1.0,46.0,2.5,0.44,3.55,0.64,0.75,0.2,0.0,0.8,1100
Jimy Hettes,11,3,175.26,65.8,180.34,2.0,36.0,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,1116
Mirko Filipovic,35,11,187.96,104.3,185.42,2.0,49.0,2.11,0.5,1.89,0.63,0.19,0.4,0.78,0.3,1710
Seth Baczynski,20,14,190.5,77.1,190.5,1.0,42.0,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,2130
Izabela Badurek,6,3,165.1,52.2,182.04,1.0,32.0,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0,962
Marcin Bandel,15,7,177.8,70.3,182.04,1.0,34.0,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0,1534
Rocky Lee,3,2,175.26,65.8,182.04,1.0,36.0,2.47,0.51,5.33,0.44,1.0,0.1,0.33,0.0,1987
Robert Peralta,18,8,172.72,65.8,180.34,1.0,38.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,1982
Justin Jones,9,2,180.34,83.9,182.04,1.0,36.0,1.7,0.36,3.17,0.45,1.0,0.15,0.46,0.5,1299
Josh Koscheck,17,11,177.8,77.1,185.42,1.0,46.0,1.79,0.36,2.27,0.63,2.46,0.48,0.64,0.4,1251
Shayna Baszler,15,11,170.18,61.2,182.04,1.0,43.0,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3,2156
Cain Carrizosa,10,3,172.72,70.3,182.04,1.0,37.0,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0,328
Jorge de Oliveira,9,2,172.72,70.3,182.04,1.0,44.0,1.26,0.31,4.84,0.48,0.0,0.0,0.22,0.0,1227
Bentley Syler,5,1,162.56,56.7,182.04,1.0,41.0,1.3,0.18,1.73,0.79,0.0,0.0,0.75,0.0,233
Roger Narvaez,8,3,190.5,83.9,182.04,2.0,40.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,2000
Josh Copeland,12,4,185.42,120.2,182.04,1.0,41.0,1.03,0.31,3.01,0.55,0.0,0.0,0.57,0.0,1243
Jake Lindsey,12,7,180.34,70.3,182.04,3.0,37.0,3.44,0.52,4.01,0.46,0.65,0.33,0.5,0.0,988
Larissa Pacheco,10,2,170.18,61.2,182.04,1.0,29.0,1.21,0.19,4.14,0.55,0.0,0.0,0.0,0.0,1424
Ruan Potts,11,6,187.96,112.0,190.5,1.0,46.0,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,2044
Alex Torres,5,4,177.8,65.8,182.04,1.0,35.0,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,77
William Macario,9,3,180.34,77.1,190.5,1.0,32.0,4.92,0.54,3.96,0.65,1.85,0.45,0.78,0.0,2413
Josh Shockley,11,4,185.42,70.3,182.04,1.0,34.0,1.4,0.33,1.75,0.6,0.0,0.0,0.61,0.8,1258
Patrick Walsh,10,3,180.34,83.9,182.04,1.0,35.0,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,1837
Rodrigo de Lima,8,3,170.18,70.3,182.04,1.0,33.0,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,1995
Ian McCall,13,5,165.1,56.7,162.56,1.0,39.0,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0.0,926
Richardson Moreira,7,4,187.96,83.9,182.04,1.0,39.0,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,1955
Andy Enz,10,4,190.5,83.9,198.12,1.0,32.0,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,138
Phil Davis,17,4,187.96,93.0,200.66,1.0,39.0,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,1872
Akira Corassani,12,6,172.72,65.8,172.72,1.0,41.0,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,33
Andy Ogle,9,6,172.72,65.8,175.26,1.0,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,139
Stanislav Nedkov,12,2,180.34,93.0,180.34,1.0,42.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,2177
Shane Howell,13,10,172.72,56.7,182.04,1.0,40.0,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,2142
Matt Van Buren,7,6,195.58,93.0,182.04,1.0,37.0,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,1618
Tateki Matsuda,13,8,170.18,56.7,182.04,1.0,38.0,3.2,0.34,3.43,0.69,0.0,0.0,0.16,0.0,2236
Louis Gaudinot,8,4,160.02,56.7,160.02,1.0,39.0,2.34,0.37,6.42,0.48,0.57,0.4,0.31,1.1,1463
Rodrigo Damm,13,9,170.18,70.3,180.34,1.0,44.0,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,1992
Mats Nilsson,11,4,185.42,77.1,182.04,1.0,40.0,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,1600
Alexis Dufresne,6,3,175.26,61.2,182.04,1.0,33.0,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,92
Mike Rhodes,10,5,185.42,77.1,187.96,1.0,34.0,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,1690
Tom Niinimaki,22,8,175.26,65.8,175.26,1.0,41.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,2297
Jamie Varner,21,11,172.72,70.3,180.34,1.0,39.0,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,1017
Joe Ellenberger,15,2,175.26,70.3,182.88,1.0,39.0,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,1136
Garett Whiteley,7,3,182.88,70.3,182.88,1.0,43.0,3.72,0.48,4.04,0.46,0.0,0.0,0.27,0.9,822
Dustin Kimura,11,3,170.18,61.2,180.34,1.0,34.0,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,684
Brendan Schaub,10,5,193.04,111.1,198.12,1.0,41.0,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,286
Matt Hobar,9,3,177.8,61.2,177.8,2.0,37.0,3.23,0.42,4.27,0.52,3.66,0.44,0.5,0.0,1609
Isaac Vallie-Flagg,16,7,172.72,70.3,177.8,1.0,45.0,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,948
Yves Edwards,42,22,175.26,70.3,185.42,2.0,47.0,2.91,0.42,2.34,0.66,0.76,0.53,0.69,0.7,2452
Juan Manuel Puig,11,4,175.26,65.8,182.04,1.0,34.0,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,1270
Chris Heatherly,9,4,175.26,70.3,182.04,1.0,36.0,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,421
Humberto Brown Morrison,4,6,177.8,65.8,182.04,1.0,39.0,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0,916
Rodolfo Rubio Perez,10,16,165.1,65.8,182.04,1.0,37.0,1.13,0.36,1.0,0.62,2.0,0.33,0.33,0.0,1990
Charlie Brenneman,19,8,177.8,70.3,177.8,1.0,43.0,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,388
Tim Gorman,9,4,165.1,61.2,182.04,2.0,40.0,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,2271
Wagner Silva,6,3,182.88,77.1,182.04,1.0,37.0,1.69,0.29,2.87,0.65,0.0,0.0,0.58,0.0,2390
Vagner Rocha,14,4,177.8,70.3,185.42,1.0,41.0,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,2347
Guto Inocente,7,4,190.5,93.0,182.04,1.0,37.0,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7,878
Luke Zachrich,14,4,187.96,83.9,187.96,1.0,42.0,4.56,0.32,4.46,0.62,0.74,0.33,0.8,0.0,1494
Jumabieke Tuerxun,19,4,170.18,61.2,182.04,1.0,37.0,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9,1284
Fabricio Camoes,14,9,177.8,70.3,180.34,1.0,45.0,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,763
